movie_title,genre,release_date,year,runtime,rating,number_of_voters,approval_index,budget,domestic_revenue,international_revenue,difference_of_revenue,indicator
Out of Sight (1998),Comedy,6/26/1998,1998,123,7,94545,5.768733414,48000000,37562568,77562568,67125136,Profit
Out of Sight (1998),Crime,6/26/1998,1998,123,7,94545,5.768733414,48000000,37562568,77562568,67125136,Profit
Out of Sight (1998),Drama,6/26/1998,1998,123,7,94545,5.768733414,48000000,37562568,77562568,67125136,Profit
Patch Adams (1998),Biography,12/25/1998,1998,115,6.8,115975,5.702358757,50000000,135014968,202173000,287187968,Profit
Patch Adams (1998),Comedy,12/25/1998,1998,115,6.8,115975,5.702358757,50000000,135014968,202173000,287187968,Profit
Patch Adams (1998),Drama,12/25/1998,1998,115,6.8,115975,5.702358757,50000000,135014968,202173000,287187968,Profit
Pi (1998),Drama,7/10/1998,1998,84,7.3,180560,6.369110334,68000,3221152,4678513,7831665,Profit
Pi (1998),Horror,7/10/1998,1998,84,7.3,180560,6.369110334,68000,3221152,4678513,7831665,Profit
Pi (1998),Mystery,7/10/1998,1998,84,7.3,180560,6.369110334,68000,3221152,4678513,7831665,Profit
Practical Magic (1998),Comedy,10/16/1998,1998,104,6.2,85074,5.04623313,60000000,46850558,68336997,55187555,Profit
Practical Magic (1998),Drama,10/16/1998,1998,104,6.2,85074,5.04623313,60000000,46850558,68336997,55187555,Profit
Practical Magic (1998),Fantasy,10/16/1998,1998,104,6.2,85074,5.04623313,60000000,46850558,68336997,55187555,Profit
Primary Colors (1998),Comedy,3/20/1998,1998,143,6.7,29323,4.938750083,65000000,39017984,39017984,13035968,Profit
Primary Colors (1998),Drama,3/20/1998,1998,143,6.7,29323,4.938750083,65000000,39017984,39017984,13035968,Profit
Psycho (1998),Horror,12/4/1998,1998,105,4.6,49115,3.524031695,20000000,21541218,37226218,38767436,Profit
Psycho (1998),Mystery,12/4/1998,1998,105,4.6,49115,3.524031695,20000000,21541218,37226218,38767436,Profit
Psycho (1998),Thriller,12/4/1998,1998,105,4.6,49115,3.524031695,20000000,21541218,37226218,38767436,Profit
Quest for Camelot (1998),Adventure,5/15/1998,1998,86,6.2,17018,4.312148697,40000000,22772500,38172500,20945000,Profit
Quest for Camelot (1998),Animation,5/15/1998,1998,86,6.2,17018,4.312148697,40000000,22772500,38172500,20945000,Profit
Quest for Camelot (1998),Comedy,5/15/1998,1998,86,6.2,17018,4.312148697,40000000,22772500,38172500,20945000,Profit
Ronin (1998),Action,9/25/1998,1998,122,7.2,186375,6.296847902,55000000,41610884,70692101,57302985,Profit
Ronin (1998),Crime,9/25/1998,1998,122,7.2,186375,6.296847902,55000000,41610884,70692101,57302985,Profit
Ronin (1998),Thriller,9/25/1998,1998,122,7.2,186375,6.296847902,55000000,41610884,70692101,57302985,Profit
Rounders (1998),Crime,9/11/1998,1998,121,7.3,153624,6.282339393,12000000,22921898,22921898,33843796,Profit
Rounders (1998),Drama,9/11/1998,1998,121,7.3,153624,6.282339393,12000000,22921898,22921898,33843796,Profit
Rush Hour (1998),Action,9/18/1998,1998,98,7,274137,6.317005069,35000000,141186864,245300000,351486864,Profit
Rush Hour (1998),Comedy,9/18/1998,1998,98,7,274137,6.317005069,35000000,141186864,245300000,351486864,Profit
Rush Hour (1998),Crime,9/18/1998,1998,98,7,274137,6.317005069,35000000,141186864,245300000,351486864,Profit
Rushmore (1998),Comedy,12/11/1998,1998,93,7.6,187999,6.658847905,10000000,17105219,19080435,26185654,Profit
Rushmore (1998),Drama,12/11/1998,1998,93,7.6,187999,6.658847905,10000000,17105219,19080435,26185654,Profit
Rushmore (1998),Romance,12/11/1998,1998,93,7.6,187999,6.658847905,10000000,17105219,19080435,26185654,Profit
Safe Men (1998),Comedy,8/7/1998,1998,88,5.8,3430,3.341933271,1000000,21210,21210,-957580,Loss
Safe Men (1998),Crime,8/7/1998,1998,88,5.8,3430,3.341933271,1000000,21210,21210,-957580,Loss
Saving Private Ryan (1998),Drama,7/24/1998,1998,169,8.6,1400321,8.822924387,65000000,216335085,485035085,636370170,Profit
Saving Private Ryan (1998),War,7/24/1998,1998,169,8.6,1400321,8.822924387,65000000,216335085,485035085,636370170,Profit
Shakespeare in Love (1998),Comedy,12/11/1998,1998,123,7.1,227169,6.310957838,26000000,100317794,279500000,353817794,Profit
Shakespeare in Love (1998),Drama,12/11/1998,1998,123,7.1,227169,6.310957838,26000000,100317794,279500000,353817794,Profit
Shakespeare in Love (1998),History,12/11/1998,1998,123,7.1,227169,6.310957838,26000000,100317794,279500000,353817794,Profit
Simon Birch (1998),Comedy,9/11/1998,1998,114,6.8,21612,4.861773839,20000000,18253415,18310591,16564006,Profit
Simon Birch (1998),Drama,9/11/1998,1998,114,6.8,21612,4.861773839,20000000,18253415,18310591,16564006,Profit
Simon Birch (1998),Family,9/11/1998,1998,114,6.8,21612,4.861773839,20000000,18253415,18310591,16564006,Profit
Six-String Samurai (1998),Action,9/18/1998,1998,91,6.4,7616,4.076905228,2000000,134624,134624,-1730752,Loss
Six-String Samurai (1998),Adventure,9/18/1998,1998,91,6.4,7616,4.076905228,2000000,134624,134624,-1730752,Loss
Six-String Samurai (1998),Comedy,9/18/1998,1998,91,6.4,7616,4.076905228,2000000,134624,134624,-1730752,Loss
Slam (1998),Drama,10/9/1998,1998,100,7,2375,3.871338387,1000000,1009819,1087521,1097340,Profit
Sliding Doors (1998),Comedy,4/24/1998,1998,99,6.7,68374,5.3560943,6000000,11911200,58809149,64720349,Profit
Sliding Doors (1998),Drama,4/24/1998,1998,99,6.7,68374,5.3560943,6000000,11911200,58809149,64720349,Profit
Sliding Doors (1998),Fantasy,4/24/1998,1998,99,6.7,68374,5.3560943,6000000,11911200,58809149,64720349,Profit
Slums of Beverly Hills (1998),Comedy,8/14/1998,1998,91,6.6,13416,4.483370832,5000000,5502773,5502773,6005546,Profit
Slums of Beverly Hills (1998),Drama,8/14/1998,1998,91,6.6,13416,4.483370832,5000000,5502773,5502773,6005546,Profit
Small Soldiers (1998),Action,7/10/1998,1998,108,6.2,101247,5.125624926,40000000,55143823,71743823,86887646,Profit
Small Soldiers (1998),Adventure,7/10/1998,1998,108,6.2,101247,5.125624926,40000000,55143823,71743823,86887646,Profit
Small Soldiers (1998),Comedy,7/10/1998,1998,108,6.2,101247,5.125624926,40000000,55143823,71743823,86887646,Profit
Smoke Signals (1998),Comedy,6/26/1998,1998,89,7.2,12006,4.844111241,2000000,6719300,7756617,12475917,Profit
Smoke Signals (1998),Drama,6/26/1998,1998,89,7.2,12006,4.844111241,2000000,6719300,7756617,12475917,Profit
Snake Eyes (1998),Crime,8/7/1998,1998,98,6.1,83184,4.952632879,73000000,55591409,103891409,86482818,Profit
Snake Eyes (1998),Mystery,8/7/1998,1998,98,6.1,83184,4.952632879,73000000,55591409,103891409,86482818,Profit
Snake Eyes (1998),Thriller,8/7/1998,1998,98,6.1,83184,4.952632879,73000000,55591409,103891409,86482818,Profit
Soldier (1998),Action,10/23/1998,1998,99,6,57571,4.706811317,75000000,14623082,14623082,-45753836,Loss
Soldier (1998),Drama,10/23/1998,1998,99,6,57571,4.706811317,75000000,14623082,14623082,-45753836,Loss
Soldier (1998),Sci-Fi,10/23/1998,1998,99,6,57571,4.706811317,75000000,14623082,14623082,-45753836,Loss
Sphere (1998),Action,2/13/1998,1998,134,6.1,108086,5.070163235,73000000,37068294,50168294,14236588,Profit
Sphere (1998),Mystery,2/13/1998,1998,134,6.1,108086,5.070163235,73000000,37068294,50168294,14236588,Profit
Sphere (1998),Sci-Fi,2/13/1998,1998,134,6.1,108086,5.070163235,73000000,37068294,50168294,14236588,Profit
Star Trek: Insurrection (1998),Action,12/11/1998,1998,103,6.4,76318,5.162123799,70000000,70187658,117800000,117987658,Profit
Star Trek: Insurrection (1998),Adventure,12/11/1998,1998,103,6.4,76318,5.162123799,70000000,70187658,117800000,117987658,Profit
Star Trek: Insurrection (1998),Sci-Fi,12/11/1998,1998,103,6.4,76318,5.162123799,70000000,70187658,117800000,117987658,Profit
Stepmom (1998),Comedy,12/25/1998,1998,125,6.8,70097,5.450455014,50000000,91137662,159745279,200882941,Profit
Stepmom (1998),Drama,12/25/1998,1998,125,6.8,70097,5.450455014,50000000,91137662,159745279,200882941,Profit
The Avengers (1998),Action,8/14/1998,1998,89,3.8,44292,2.859331797,60000000,23385416,48585416,11970832,Profit
The Avengers (1998),Adventure,8/14/1998,1998,89,3.8,44292,2.859331797,60000000,23385416,48585416,11970832,Profit
The Avengers (1998),Sci-Fi,8/14/1998,1998,89,3.8,44292,2.859331797,60000000,23385416,48585416,11970832,Profit
The Big Hit (1998),Action,4/24/1998,1998,91,6,30475,4.425999173,13000000,27066941,27073371,41140312,Profit
The Big Hit (1998),Comedy,4/24/1998,1998,91,6,30475,4.425999173,13000000,27066941,27073371,41140312,Profit
The Big Hit (1998),Crime,4/24/1998,1998,91,6,30475,4.425999173,13000000,27066941,27073371,41140312,Profit
The Big Lebowski (1998),Comedy,3/6/1998,1998,117,8.1,815099,7.97979804,15000000,17498804,46189568,48688372,Profit
The Big Lebowski (1998),Crime,3/6/1998,1998,117,8.1,815099,7.97979804,15000000,17498804,46189568,48688372,Profit
The Faculty (1998),Horror,12/25/1998,1998,104,6.5,126209,5.485410149,15000000,40283321,40283321,65566642,Profit
The Faculty (1998),Mystery,12/25/1998,1998,104,6.5,126209,5.485410149,15000000,40283321,40283321,65566642,Profit
The Faculty (1998),Sci-Fi,12/25/1998,1998,104,6.5,126209,5.485410149,15000000,40283321,40283321,65566642,Profit
The Horse Whisperer (1998),Drama,5/15/1998,1998,169,6.7,41969,5.115502902,60000000,75383563,186883563,202267126,Profit
The Horse Whisperer (1998),Romance,5/15/1998,1998,169,6.7,41969,5.115502902,60000000,75383563,186883563,202267126,Profit
The Horse Whisperer (1998),Western,5/15/1998,1998,169,6.7,41969,5.115502902,60000000,75383563,186883563,202267126,Profit
The Land Girls (1998),Drama,6/12/1998,1998,111,6.2,2063,3.349588925,8000000,146083,146083,-7707834,Loss
The Land Girls (1998),Romance,6/12/1998,1998,111,6.2,2063,3.349588925,8000000,146083,146083,-7707834,Loss
The Land Girls (1998),War,6/12/1998,1998,111,6.2,2063,3.349588925,8000000,146083,146083,-7707834,Loss
The Man in the Iron Mask (1998),Action,3/13/1998,1998,132,6.5,170391,5.628956449,35000000,56968169,56968169,78936338,Profit
The Man in the Iron Mask (1998),Adventure,3/13/1998,1998,132,6.5,170391,5.628956449,35000000,56968169,56968169,78936338,Profit
The Man in the Iron Mask (1998),Drama,3/13/1998,1998,132,6.5,170391,5.628956449,35000000,56968169,56968169,78936338,Profit
The Mask of Zorro (1998),Action,7/17/1998,1998,136,6.8,187991,5.944018532,65000000,93828745,233700000,262528745,Profit
The Mask of Zorro (1998),Adventure,7/17/1998,1998,136,6.8,187991,5.944018532,65000000,93828745,233700000,262528745,Profit
The Mask of Zorro (1998),Comedy,7/17/1998,1998,136,6.8,187991,5.944018532,65000000,93828745,233700000,262528745,Profit
The Mighty (1998),Comedy,10/9/1998,1998,100,7.2,13331,4.899567477,100000,2652246,6121582,8673828,Profit
The Mighty (1998),Drama,10/9/1998,1998,100,7.2,13331,4.899567477,100000,2652246,6121582,8673828,Profit
The Negotiator (1998),Action,7/29/1998,1998,140,7.3,145437,6.252925179,50000000,44705766,49105766,43811532,Profit
The Negotiator (1998),Crime,7/29/1998,1998,140,7.3,145437,6.252925179,50000000,44705766,49105766,43811532,Profit
The Negotiator (1998),Drama,7/29/1998,1998,140,7.3,145437,6.252925179,50000000,44705766,49105766,43811532,Profit
The Newton Boys (1998),Action,3/27/1998,1998,122,6.1,11808,4.076434822,27000000,10341093,10341093,-6317814,Loss
The Newton Boys (1998),Crime,3/27/1998,1998,122,6.1,11808,4.076434822,27000000,10341093,10341093,-6317814,Loss
The Newton Boys (1998),Drama,3/27/1998,1998,122,6.1,11808,4.076434822,27000000,10341093,10341093,-6317814,Loss
The Players Club (1998),Comedy,4/8/1998,1998,104,5.8,6999,3.646284072,5000000,23047939,23047939,41095878,Profit
The Players Club (1998),Drama,4/8/1998,1998,104,5.8,6999,3.646284072,5000000,23047939,23047939,41095878,Profit
The Prince of Egypt (1998),Adventure,12/18/1998,1998,99,7.2,135302,6.127197671,60000000,101413188,218613188,260026376,Profit
The Prince of Egypt (1998),Animation,12/18/1998,1998,99,7.2,135302,6.127197671,60000000,101413188,218613188,260026376,Profit
The Prince of Egypt (1998),Drama,12/18/1998,1998,99,7.2,135302,6.127197671,60000000,101413188,218613188,260026376,Profit
The Replacement Killers (1998),Action,2/6/1998,1998,87,6.1,29500,4.487369345,30000000,19035741,19035741,8071482,Profit
The Replacement Killers (1998),Crime,2/6/1998,1998,87,6.1,29500,4.487369345,30000000,19035741,19035741,8071482,Profit
The Replacement Killers (1998),Thriller,2/6/1998,1998,87,6.1,29500,4.487369345,30000000,19035741,19035741,8071482,Profit
The Rugrats Movie (1998),Adventure,11/20/1998,1998,79,5.9,19803,4.162909467,28000000,100494685,140894685,213389370,Profit
The Rugrats Movie (1998),Animation,11/20/1998,1998,79,5.9,19803,4.162909467,28000000,100494685,140894685,213389370,Profit
The Rugrats Movie (1998),Comedy,11/20/1998,1998,79,5.9,19803,4.162909467,28000000,100494685,140894685,213389370,Profit
The Siege (1998),Action,11/6/1998,1998,116,6.4,74447,5.150435902,70000000,40934175,116625798,87559973,Profit
The Siege (1998),Thriller,11/6/1998,1998,116,6.4,74447,5.150435902,70000000,40934175,116625798,87559973,Profit
The Thin Red Line (1998),Drama,12/23/1998,1998,170,7.6,190250,6.665503353,52000000,36400491,97709034,82109525,Profit
The Thin Red Line (1998),History,12/23/1998,1998,170,7.6,190250,6.665503353,52000000,36400491,97709034,82109525,Profit
The Thin Red Line (1998),War,12/23/1998,1998,170,7.6,190250,6.665503353,52000000,36400491,97709034,82109525,Profit
The Truman Show (1998),Comedy,6/5/1998,1998,103,8.2,1092271,8.256534962,60000000,125618201,264118201,329736402,Profit
The Truman Show (1998),Drama,6/5/1998,1998,103,8.2,1092271,8.256534962,60000000,125618201,264118201,329736402,Profit
The Waterboy (1998),Comedy,11/6/1998,1998,90,6.1,167794,5.267553447,23000000,161491646,190191646,328683292,Profit
The Waterboy (1998),Sport,11/6/1998,1998,90,6.1,167794,5.267553447,23000000,161491646,190191646,328683292,Profit
There's Something About Mary (1998),Comedy,7/15/1998,1998,119,7.1,315271,6.482162844,22000000,176484651,369884651,524369302,Profit
There's Something About Mary (1998),Romance,7/15/1998,1998,119,7.1,315271,6.482162844,22000000,176484651,369884651,524369302,Profit
Twilight (1998),Crime,3/6/1998,1998,94,6.2,13385,4.20260649,20000000,15055091,15055091,10110182,Profit
Twilight (1998),Drama,3/6/1998,1998,94,6.2,13385,4.20260649,20000000,15055091,15055091,10110182,Profit
Twilight (1998),Mystery,3/6/1998,1998,94,6.2,13385,4.20260649,20000000,15055091,15055091,10110182,Profit
U.S. Marshals (1998),Action,3/6/1998,1998,131,6.5,107886,5.410391731,60000000,57833603,57833603,55667206,Profit
U.S. Marshals (1998),Crime,3/6/1998,1998,131,6.5,107886,5.410391731,60000000,57833603,57833603,55667206,Profit
U.S. Marshals (1998),Thriller,3/6/1998,1998,131,6.5,107886,5.410391731,60000000,57833603,57833603,55667206,Profit
Urban Legend (1998),Horror,9/25/1998,1998,99,5.6,68032,4.45302593,14000000,38116707,72571864,96688571,Profit
Urban Legend (1998),Mystery,9/25/1998,1998,99,5.6,68032,4.45302593,14000000,38116707,72571864,96688571,Profit
Urban Legend (1998),Thriller,9/25/1998,1998,99,5.6,68032,4.45302593,14000000,38116707,72571864,96688571,Profit
Vampires (1998),Action,10/30/1998,1998,108,6.1,60681,4.811067861,20000000,20268825,20268825,20537650,Profit
Vampires (1998),Horror,10/30/1998,1998,108,6.1,60681,4.811067861,20000000,20268825,20268825,20537650,Profit
Vampires (1998),Thriller,10/30/1998,1998,108,6.1,60681,4.811067861,20000000,20268825,20268825,20537650,Profit
Velvet Goldmine (1998),Drama,11/6/1998,1998,118,6.9,36579,5.202357156,9000000,1053788,4313644,-3632568,Loss
Velvet Goldmine (1998),Music,11/6/1998,1998,118,6.9,36579,5.202357156,9000000,1053788,4313644,-3632568,Loss
Very Bad Things (1998),Comedy,11/25/1998,1998,100,6.3,47703,4.861589541,10000000,9949470,21094974,21044444,Profit
Very Bad Things (1998),Crime,11/25/1998,1998,100,6.3,47703,4.861589541,10000000,9949470,21094974,21044444,Profit
Very Bad Things (1998),Thriller,11/25/1998,1998,100,6.3,47703,4.861589541,10000000,9949470,21094974,21044444,Profit
Waking Ned Devine (1998),Comedy,11/20/1998,1998,91,7.3,26999,5.348482313,3000000,24793251,55193251,76986502,Profit
What Dreams May Come (1998),Drama,10/2/1998,1998,113,6.9,110270,5.762547457,80000000,55485043,71485043,46970086,Profit
What Dreams May Come (1998),Fantasy,10/2/1998,1998,113,6.9,110270,5.762547457,80000000,55485043,71485043,46970086,Profit
What Dreams May Come (1998),Romance,10/2/1998,1998,113,6.9,110270,5.762547457,80000000,55485043,71485043,46970086,Profit
Wild Things (1998),Crime,3/20/1998,1998,108,6.6,123042,5.559488525,20000000,29795299,55576210,65371509,Profit
Wild Things (1998),Drama,3/20/1998,1998,108,6.6,123042,5.559488525,20000000,29795299,55576210,65371509,Profit
Wild Things (1998),Mystery,3/20/1998,1998,108,6.6,123042,5.559488525,20000000,29795299,55576210,65371509,Profit
Without Limits (1998),Biography,9/11/1998,1998,117,7.2,7230,4.57544398,25000000,780326,780326,-23439348,Loss
Without Limits (1998),Drama,9/11/1998,1998,117,7.2,7230,4.57544398,25000000,780326,780326,-23439348,Loss
Without Limits (1998),Sport,9/11/1998,1998,117,7.2,7230,4.57544398,25000000,780326,780326,-23439348,Loss
Woo (1998),Comedy,5/8/1998,1998,84,4.2,2157,2.240319765,13000000,8064972,8064972,3129944,Profit
Woo (1998),Romance,5/8/1998,1998,84,4.2,2157,2.240319765,13000000,8064972,8064972,3129944,Profit
Zero Effect (1998),Comedy,1/30/1998,1998,116,6.9,14693,4.739311435,5000000,2080693,2080693,-838614,Loss
Zero Effect (1998),Crime,1/30/1998,1998,116,6.9,14693,4.739311435,5000000,2080693,2080693,-838614,Loss
Zero Effect (1998),Drama,1/30/1998,1998,116,6.9,14693,4.739311435,5000000,2080693,2080693,-838614,Loss
8 Heads in a Duffel Bag (1997),Adventure,4/18/1997,1997,95,5.4,10693,3.554111396,3000000,3602884,4002884,4605768,Profit
8 Heads in a Duffel Bag (1997),Comedy,4/18/1997,1997,95,5.4,10693,3.554111396,3000000,3602884,4002884,4605768,Profit
8 Heads in a Duffel Bag (1997),Crime,4/18/1997,1997,95,5.4,10693,3.554111396,3000000,3602884,4002884,4605768,Profit
A Simple Wish (1997),Comedy,7/11/1997,1997,89,5.3,5658,3.237643981,28000000,8165213,8165213,-11669574,Loss
A Simple Wish (1997),Family,7/11/1997,1997,89,5.3,5658,3.237643981,28000000,8165213,8165213,-11669574,Loss
A Simple Wish (1997),Fantasy,7/11/1997,1997,89,5.3,5658,3.237643981,28000000,8165213,8165213,-11669574,Loss
Absolute Power (1997),Action,2/14/1997,1997,121,6.7,56655,5.263413,50000000,50068310,50068310,50136620,Profit
Absolute Power (1997),Crime,2/14/1997,1997,121,6.7,56655,5.263413,50000000,50068310,50068310,50136620,Profit
Absolute Power (1997),Drama,2/14/1997,1997,121,6.7,56655,5.263413,50000000,50068310,50068310,50136620,Profit
Air Bud (1997),Comedy,8/1/1997,1997,98,5.3,18357,3.696589594,3000000,24646936,27788649,49435585,Profit
Air Bud (1997),Drama,8/1/1997,1997,98,5.3,18357,3.696589594,3000000,24646936,27788649,49435585,Profit
Air Bud (1997),Family,8/1/1997,1997,98,5.3,18357,3.696589594,3000000,24646936,27788649,49435585,Profit
Air Force One (1997),Action,7/25/1997,1997,124,6.5,199707,5.704879381,85000000,172956409,315268353,403224762,Profit
Air Force One (1997),Drama,7/25/1997,1997,124,6.5,199707,5.704879381,85000000,172956409,315268353,403224762,Profit
Air Force One (1997),Thriller,7/25/1997,1997,124,6.5,199707,5.704879381,85000000,172956409,315268353,403224762,Profit
Alien: Resurrection (1997),Action,11/26/1997,1997,109,6.2,250980,5.539736705,60000000,47795018,160700000,148495018,Profit
Alien: Resurrection (1997),Horror,11/26/1997,1997,109,6.2,250980,5.539736705,60000000,47795018,160700000,148495018,Profit
Alien: Resurrection (1997),Sci-Fi,11/26/1997,1997,109,6.2,250980,5.539736705,60000000,47795018,160700000,148495018,Profit
Amistad (1997),Biography,12/12/1997,1997,155,7.3,78723,5.923250193,40000000,44212592,58250151,62462743,Profit
Amistad (1997),Drama,12/12/1997,1997,155,7.3,78723,5.923250193,40000000,44212592,58250151,62462743,Profit
Amistad (1997),History,12/12/1997,1997,155,7.3,78723,5.923250193,40000000,44212592,58250151,62462743,Profit
Anaconda (1997),Action,4/11/1997,1997,89,4.8,106453,3.95616558,45000000,65598907,136998907,157597814,Profit
Anaconda (1997),Adventure,4/11/1997,1997,89,4.8,106453,3.95616558,45000000,65598907,136998907,157597814,Profit
Anaconda (1997),Horror,4/11/1997,1997,89,4.8,106453,3.95616558,45000000,65598907,136998907,157597814,Profit
Anastasia (1997),Adventure,11/14/1997,1997,94,7.1,126766,6.006224889,53000000,58403409,139801096,145204505,Profit
Anastasia (1997),Animation,11/14/1997,1997,94,7.1,126766,6.006224889,53000000,58403409,139801096,145204505,Profit
Anastasia (1997),Drama,11/14/1997,1997,94,7.1,126766,6.006224889,53000000,58403409,139801096,145204505,Profit
Austin Powers: International Man of Mystery (1997),Adventure,5/2/1997,1997,94,7,244212,6.257472591,18000000,53883989,67683989,103567978,Profit
Austin Powers: International Man of Mystery (1997),Comedy,5/2/1997,1997,94,7,244212,6.257472591,18000000,53883989,67683989,103567978,Profit
Batman & Robin (1997),Action,6/20/1997,1997,125,3.7,256648,3.258894557,125000000,107325195,238317814,220643009,Profit
Batman & Robin (1997),Sci-Fi,6/20/1997,1997,125,3.7,256648,3.258894557,125000000,107325195,238317814,220643009,Profit
Boogie Nights (1997),Drama,10/10/1997,1997,155,7.9,269185,7.135545317,15000000,26410771,43111725,54522496,Profit
Breakdown (1997),Crime,5/2/1997,1997,93,7,56528,5.503835197,36000000,50159144,50159144,64318288,Profit
Breakdown (1997),Drama,5/2/1997,1997,93,7,56528,5.503835197,36000000,50159144,50159144,64318288,Profit
Breakdown (1997),Mystery,5/2/1997,1997,93,7,56528,5.503835197,36000000,50159144,50159144,64318288,Profit
Cats Don't Dance (1997),Animation,3/26/1997,1997,75,6.9,7914,4.425197923,32000000,3588602,3588602,-24822796,Loss
Cats Don't Dance (1997),Comedy,3/26/1997,1997,75,6.9,7914,4.425197923,32000000,3588602,3588602,-24822796,Loss
Cats Don't Dance (1997),Family,3/26/1997,1997,75,6.9,7914,4.425197923,32000000,3588602,3588602,-24822796,Loss
Chasing Amy (1997),Comedy,4/4/1997,1997,113,7.2,139755,6.144351508,250000,12006514,15155095,26911609,Profit
Chasing Amy (1997),Drama,4/4/1997,1997,113,7.2,139755,6.144351508,250000,12006514,15155095,26911609,Profit
Chasing Amy (1997),Romance,4/4/1997,1997,113,7.2,139755,6.144351508,250000,12006514,15155095,26911609,Profit
Con Air (1997),Action,6/6/1997,1997,115,6.9,303758,6.276967325,80000000,101117573,224117573,245235146,Profit
Con Air (1997),Crime,6/6/1997,1997,115,6.9,303758,6.276967325,80000000,101117573,224117573,245235146,Profit
Con Air (1997),Thriller,6/6/1997,1997,115,6.9,303758,6.276967325,80000000,101117573,224117573,245235146,Profit
Conspiracy Theory (1997),Action,8/8/1997,1997,135,6.7,102318,5.554800253,80000000,76118990,142783718,138902708,Profit
Conspiracy Theory (1997),Mystery,8/8/1997,1997,135,6.7,102318,5.554800253,80000000,76118990,142783718,138902708,Profit
Conspiracy Theory (1997),Thriller,8/8/1997,1997,135,6.7,102318,5.554800253,80000000,76118990,142783718,138902708,Profit
Contact (1997),Drama,7/11/1997,1997,150,7.5,278382,6.786115387,90000000,100920329,165900000,176820329,Profit
Contact (1997),Mystery,7/11/1997,1997,150,7.5,278382,6.786115387,90000000,100920329,165900000,176820329,Profit
Contact (1997),Sci-Fi,7/11/1997,1997,150,7.5,278382,6.786115387,90000000,100920329,165900000,176820329,Profit
Cop Land (1997),Crime,8/15/1997,1997,105,7,98149,5.788000947,15000000,44906632,63706632,93613264,Profit
Cop Land (1997),Drama,8/15/1997,1997,105,7,98149,5.788000947,15000000,44906632,63706632,93613264,Profit
Cop Land (1997),Thriller,8/15/1997,1997,105,7,98149,5.788000947,15000000,44906632,63706632,93613264,Profit
Critical Care (1997),Comedy,10/31/1997,1997,107,5.9,2175,3.204082611,12000000,220175,220175,-11559650,Loss
Critical Care (1997),Drama,10/31/1997,1997,107,5.9,2175,3.204082611,12000000,220175,220175,-11559650,Loss
Deconstructing Harry (1997),Comedy,12/12/1997,1997,96,7.3,45877,5.633232489,20000000,10686841,10686841,1373682,Profit
Donnie Brasco (1997),Biography,2/28/1997,1997,127,7.7,312640,7.036344092,35000000,41954997,65303052,72258049,Profit
Donnie Brasco (1997),Crime,2/28/1997,1997,127,7.7,312640,7.036344092,35000000,41954997,65303052,72258049,Profit
Donnie Brasco (1997),Drama,2/28/1997,1997,127,7.7,312640,7.036344092,35000000,41954997,65303052,72258049,Profit
Event Horizon (1997),Horror,8/15/1997,1997,96,6.6,184403,5.755959463,60000000,26673242,26673954,-6652804,Loss
Event Horizon (1997),Sci-Fi,8/15/1997,1997,96,6.6,184403,5.755959463,60000000,26673242,26673954,-6652804,Loss
Event Horizon (1997),Thriller,8/15/1997,1997,96,6.6,184403,5.755959463,60000000,26673242,26673954,-6652804,Loss
Eve's Bayou (1997),Drama,11/7/1997,1997,108,7.2,10638,4.780026374,5000000,14843425,14843425,24686850,Profit
Face/Off (1997),Action,6/27/1997,1997,138,7.3,382031,6.771632478,80000000,112276146,241199984,273476130,Profit
Face/Off (1997),Crime,6/27/1997,1997,138,7.3,382031,6.771632478,80000000,112276146,241199984,273476130,Profit
Face/Off (1997),Sci-Fi,6/27/1997,1997,138,7.3,382031,6.771632478,80000000,112276146,241199984,273476130,Profit
Flubber (1997),Comedy,11/26/1997,1997,93,5.3,91088,4.321214214,80000000,92993801,177993801,190987602,Profit
Flubber (1997),Family,11/26/1997,1997,93,5.3,91088,4.321214214,80000000,92993801,177993801,190987602,Profit
Flubber (1997),Sci-Fi,11/26/1997,1997,93,5.3,91088,4.321214214,80000000,92993801,177993801,190987602,Profit
G.I. Jane (1997),Action,8/22/1997,1997,125,6,83203,4.869381867,50000000,48169156,48169156,46338312,Profit
G.I. Jane (1997),Drama,8/22/1997,1997,125,6,83203,4.869381867,50000000,48169156,48169156,46338312,Profit
G.I. Jane (1997),War,8/22/1997,1997,125,6,83203,4.869381867,50000000,48169156,48169156,46338312,Profit
Gattaca (1997),Drama,10/24/1997,1997,106,7.8,308162,7.121157941,36000000,12532777,12532777,-10934446,Loss
Gattaca (1997),Sci-Fi,10/24/1997,1997,106,7.8,308162,7.121157941,36000000,12532777,12532777,-10934446,Loss
Gattaca (1997),Thriller,10/24/1997,1997,106,7.8,308162,7.121157941,36000000,12532777,12532777,-10934446,Loss
Good Will Hunting (1997),Drama,12/5/1997,1997,126,8.3,981008,8.293225201,10000000,138433435,225925989,354359424,Profit
Good Will Hunting (1997),Romance,12/5/1997,1997,126,8.3,981008,8.293225201,10000000,138433435,225925989,354359424,Profit
Grosse Pointe Blank (1997),Action,4/11/1997,1997,107,7.3,95941,6.029487176,15000000,28084357,31070412,44154769,Profit
Grosse Pointe Blank (1997),Comedy,4/11/1997,1997,107,7.3,95941,6.029487176,15000000,28084357,31070412,44154769,Profit
