movie_title,genre,release_date,year,runtime,rating,number_of_voters,approval_index,budget,domestic_revenue,international_revenue,difference_of_revenue,indicator
Late Night (2019),Drama,6/7/2019,2019,102,6.5,38708,4.920183863,4000000,15500045,22373378,33873423,Profit
Little Women (2019),Drama,12/25/2019,2019,135,7.8,210895,6.903503021,42000000,108095955,218838386,284934341,Profit
Little Women (2019),Romance,12/25/2019,2019,135,7.8,210895,6.903503021,42000000,108095955,218838386,284934341,Profit
Long Shot (2019),Comedy,5/1/2019,2019,125,6.8,113152,5.6900298,40000000,30316271,53624424,43940695,Profit
Long Shot (2019),Romance,5/1/2019,2019,125,6.8,113152,5.6900298,40000000,30316271,53624424,43940695,Profit
Lucy in the Sky (2019),Drama,10/4/2019,2019,124,4.9,8163,3.115488862,27000000,319976,325943,-26354081,Loss
Lucy in the Sky (2019),Romance,10/4/2019,2019,124,4.9,8163,3.115488862,27000000,319976,325943,-26354081,Loss
Lucy in the Sky (2019),Sci-Fi,10/4/2019,2019,124,4.9,8163,3.115488862,27000000,319976,325943,-26354081,Loss
Maleficent: Mistress of Evil (2019),Adventure,10/17/2019,2019,119,6.6,107946,5.495926649,185000000,113929605,489181357,418110962,Profit
Maleficent: Mistress of Evil (2019),Family,10/17/2019,2019,119,6.6,107946,5.495926649,185000000,113929605,489181357,418110962,Profit
Maleficent: Mistress of Evil (2019),Fantasy,10/17/2019,2019,119,6.6,107946,5.495926649,185000000,113929605,489181357,418110962,Profit
Men in Black: International (2019),Action,6/12/2019,2019,114,5.6,137048,4.741585774,110000000,80001807,253015298,223017105,Profit
Men in Black: International (2019),Adventure,6/12/2019,2019,114,5.6,137048,4.741585774,110000000,80001807,253015298,223017105,Profit
Men in Black: International (2019),Comedy,6/12/2019,2019,114,5.6,137048,4.741585774,110000000,80001807,253015298,223017105,Profit
Midsommar (2019),Drama,7/3/2019,2019,148,7.1,333463,6.51146819,9000000,27426363,46754020,65180383,Profit
Midsommar (2019),Horror,7/3/2019,2019,148,7.1,333463,6.51146819,9000000,27426363,46754020,65180383,Profit
Midsommar (2019),Mystery,7/3/2019,2019,148,7.1,333463,6.51146819,9000000,27426363,46754020,65180383,Profit
Midway (2019),Action,11/7/2019,2019,138,6.7,87646,5.478501143,100000000,56846802,126815030,83661832,Profit
Midway (2019),Drama,11/7/2019,2019,138,6.7,87646,5.478501143,100000000,56846802,126815030,83661832,Profit
Midway (2019),History,11/7/2019,2019,138,6.7,87646,5.478501143,100000000,56846802,126815030,83661832,Profit
Miss Bala (2019),Action,1/30/2019,2019,104,5.8,11778,3.868385468,15000000,14998027,15364632,15362659,Profit
Miss Bala (2019),Crime,1/30/2019,2019,104,5.8,11778,3.868385468,15000000,14998027,15364632,15362659,Profit
Miss Bala (2019),Drama,1/30/2019,2019,104,5.8,11778,3.868385468,15000000,14998027,15364632,15362659,Profit
Monos (2019),Adventure,8/23/2019,2019,102,6.9,17709,4.834093994,2000000,406473,2013217,419690,Profit
Monos (2019),Drama,8/23/2019,2019,102,6.9,17709,4.834093994,2000000,406473,2013217,419690,Profit
Monos (2019),Thriller,8/23/2019,2019,102,6.9,17709,4.834093994,2000000,406473,2013217,419690,Profit
Motherless Brooklyn (2019),Crime,11/1/2019,2019,144,6.8,58893,5.36332203,26000000,9277736,18477276,1755012,Profit
Motherless Brooklyn (2019),Drama,11/1/2019,2019,144,6.8,58893,5.36332203,26000000,9277736,18477276,1755012,Profit
Motherless Brooklyn (2019),Mystery,11/1/2019,2019,144,6.8,58893,5.36332203,26000000,9277736,18477276,1755012,Profit
Nancy Drew and the Hidden Staircase (2019),Comedy,3/15/2019,2019,89,5.7,5020,3.441769203,17000000,623088,624549,-15752363,Loss
Nancy Drew and the Hidden Staircase (2019),Crime,3/15/2019,2019,89,5.7,5020,3.441769203,17000000,623088,624549,-15752363,Loss
Nancy Drew and the Hidden Staircase (2019),Drama,3/15/2019,2019,89,5.7,5020,3.441769203,17000000,623088,624549,-15752363,Loss
Overcomer (2019),Drama,8/22/2019,2019,119,6.6,5141,4.017587292,5000000,34700142,38102988,67803130,Profit
Overcomer (2019),Family,8/22/2019,2019,119,6.6,5141,4.017587292,5000000,34700142,38102988,67803130,Profit
Overcomer (2019),Sport,8/22/2019,2019,119,6.6,5141,4.017587292,5000000,34700142,38102988,67803130,Profit
Pet Sematary (2019),Horror,4/5/2019,2019,101,5.7,93562,4.668531534,21000000,54724696,111809732,145534428,Profit
Pet Sematary (2019),Mystery,4/5/2019,2019,101,5.7,93562,4.668531534,21000000,54724696,111809732,145534428,Profit
Pet Sematary (2019),Thriller,4/5/2019,2019,101,5.7,93562,4.668531534,21000000,54724696,111809732,145534428,Profit
Pinocchio (2019),Drama,12/19/2019,2019,125,6.2,13648,4.211482703,13200000,1831718,30360375,18992093,Profit
Pinocchio (2019),Family,12/19/2019,2019,125,6.2,13648,4.211482703,13200000,1831718,30360375,18992093,Profit
Pinocchio (2019),Fantasy,12/19/2019,2019,125,6.2,13648,4.211482703,13200000,1831718,30360375,18992093,Profit
Poms (2019),Comedy,5/10/2019,2019,90,6.1,6563,3.81283661,10000000,13631124,17901314,21532438,Profit
Poms (2019),Drama,5/10/2019,2019,90,6.1,6563,3.81283661,10000000,13631124,17901314,21532438,Profit
Poms (2019),Sport,5/10/2019,2019,90,6.1,6563,3.81283661,10000000,13631124,17901314,21532438,Profit
Queen & Slim (2019),Crime,11/27/2019,2019,132,7.1,32436,5.294177969,20000000,43808310,48266163,72074473,Profit
Queen & Slim (2019),Drama,11/27/2019,2019,132,7.1,32436,5.294177969,20000000,43808310,48266163,72074473,Profit
Queen & Slim (2019),Romance,11/27/2019,2019,132,7.1,32436,5.294177969,20000000,43808310,48266163,72074473,Profit
Rambo: Last Blood (2019),Action,9/19/2019,2019,89,6.1,100893,5.039255322,50000000,44819352,91378886,86198238,Profit
Rambo: Last Blood (2019),Crime,9/19/2019,2019,89,6.1,100893,5.039255322,50000000,44819352,91378886,86198238,Profit
Rambo: Last Blood (2019),Thriller,9/19/2019,2019,89,6.1,100893,5.039255322,50000000,44819352,91378886,86198238,Profit
Ready or Not (2019),Action,8/21/2019,2019,95,6.8,156786,5.853206008,6000000,28714231,56785851,79500082,Profit
Ready or Not (2019),Comedy,8/21/2019,2019,95,6.8,156786,5.853206008,6000000,28714231,56785851,79500082,Profit
Ready or Not (2019),Horror,8/21/2019,2019,95,6.8,156786,5.853206008,6000000,28714231,56785851,79500082,Profit
Richard Jewell (2019),Biography,12/13/2019,2019,131,7.5,89693,6.161130871,45000000,22345542,43092210,20437752,Profit
Richard Jewell (2019),Crime,12/13/2019,2019,131,7.5,89693,6.161130871,45000000,22345542,43092210,20437752,Profit
Richard Jewell (2019),Drama,12/13/2019,2019,131,7.5,89693,6.161130871,45000000,22345542,43092210,20437752,Profit
Rocketman (2019),Biography,5/22/2019,2019,121,7.3,178291,6.362318144,41000000,96368160,192133784,247501944,Profit
Rocketman (2019),Drama,5/22/2019,2019,121,7.3,178291,6.362318144,41000000,96368160,192133784,247501944,Profit
Rocketman (2019),Musical,5/22/2019,2019,121,7.3,178291,6.362318144,41000000,96368160,192133784,247501944,Profit
Scary Stories to Tell in the Dark (2019),Adventure,8/8/2019,2019,108,6.2,78627,5.010284401,28000000,68947075,95592669,136539744,Profit
Scary Stories to Tell in the Dark (2019),Horror,8/8/2019,2019,108,6.2,78627,5.010284401,28000000,68947075,95592669,136539744,Profit
Scary Stories to Tell in the Dark (2019),Mystery,8/8/2019,2019,108,6.2,78627,5.010284401,28000000,68947075,95592669,136539744,Profit
Serenity (2019),Drama,1/24/2019,2019,106,5.4,42308,4.1005602,25000000,8547045,13008804,-3444151,Loss
Serenity (2019),Mystery,1/24/2019,2019,106,5.4,42308,4.1005602,25000000,8547045,13008804,-3444151,Loss
Serenity (2019),Thriller,1/24/2019,2019,106,5.4,42308,4.1005602,25000000,8547045,13008804,-3444151,Loss
Shaft (2019),Action,6/14/2019,2019,111,6.4,54888,5.006914917,30000000,21360215,21360215,12720430,Profit
Shaft (2019),Comedy,6/14/2019,2019,111,6.4,54888,5.006914917,30000000,21360215,21360215,12720430,Profit
Shaft (2019),Crime,6/14/2019,2019,111,6.4,54888,5.006914917,30000000,21360215,21360215,12720430,Profit
Shazam! (2019),Action,4/3/2019,2019,132,7,344655,6.434902655,85000000,140371656,363563907,418935563,Profit
Shazam! (2019),Adventure,4/3/2019,2019,132,7,344655,6.434902655,85000000,140371656,363563907,418935563,Profit
Shazam! (2019),Comedy,4/3/2019,2019,132,7,344655,6.434902655,85000000,140371656,363563907,418935563,Profit
Spies in Disguise (2019),Action,12/25/2019,2019,102,6.8,50956,5.290897197,100000000,66757013,165124093,131881106,Profit
Spies in Disguise (2019),Adventure,12/25/2019,2019,102,6.8,50956,5.290897197,100000000,66757013,165124093,131881106,Profit
Spies in Disguise (2019),Animation,12/25/2019,2019,102,6.8,50956,5.290897197,100000000,66757013,165124093,131881106,Profit
Stuber (2019),Action,7/11/2019,2019,93,6.2,48553,4.79038559,16000000,22370452,29634023,36004475,Profit
Stuber (2019),Comedy,7/11/2019,2019,93,6.2,48553,4.79038559,16000000,22370452,29634023,36004475,Profit
Stuber (2019),Crime,7/11/2019,2019,93,6.2,48553,4.79038559,16000000,22370452,29634023,36004475,Profit
Terminator: Dark Fate (2019),Action,10/25/2019,2019,128,6.2,180934,5.390460648,185000000,62253077,250367666,127620743,Profit
Terminator: Dark Fate (2019),Adventure,10/25/2019,2019,128,6.2,180934,5.390460648,185000000,62253077,250367666,127620743,Profit
Terminator: Dark Fate (2019),Sci-Fi,10/25/2019,2019,128,6.2,180934,5.390460648,185000000,62253077,250367666,127620743,Profit
The Addams Family (2019),Animation,10/11/2019,2019,86,5.8,41670,4.407586363,24000000,97864733,200588546,274453279,Profit
The Addams Family (2019),Comedy,10/11/2019,2019,86,5.8,41670,4.407586363,24000000,97864733,200588546,274453279,Profit
The Addams Family (2019),Family,10/11/2019,2019,86,5.8,41670,4.407586363,24000000,97864733,200588546,274453279,Profit
The Angry Birds Movie 2 (2019),Action,8/2/2019,2019,97,6.4,30913,4.736573905,65000000,41657076,152255188,128912264,Profit
The Angry Birds Movie 2 (2019),Adventure,8/2/2019,2019,97,6.4,30913,4.736573905,65000000,41657076,152255188,128912264,Profit
The Angry Birds Movie 2 (2019),Animation,8/2/2019,2019,97,6.4,30913,4.736573905,65000000,41657076,152255188,128912264,Profit
The Art of Racing in the Rain (2019),Comedy,8/9/2019,2019,109,7.5,33035,5.609965954,18000000,26402818,33773963,42176781,Profit
The Art of Racing in the Rain (2019),Drama,8/9/2019,2019,109,7.5,33035,5.609965954,18000000,26402818,33773963,42176781,Profit
The Art of Racing in the Rain (2019),Romance,8/9/2019,2019,109,7.5,33035,5.609965954,18000000,26402818,33773963,42176781,Profit
The Beach Bum (2019),Comedy,3/21/2019,2019,95,5.5,23161,3.935125722,5000000,3502600,4267808,2770408,Profit
The Best of Enemies (2019),Biography,4/5/2019,2019,133,7.3,17671,5.120819836,10000000,10205616,10268749,10474365,Profit
The Best of Enemies (2019),Drama,4/5/2019,2019,133,7.3,17671,5.120819836,10000000,10205616,10268749,10474365,Profit
The Best of Enemies (2019),History,4/5/2019,2019,133,7.3,17671,5.120819836,10000000,10205616,10268749,10474365,Profit
The Curse of La Llorona (2019),Horror,4/17/2019,2019,93,5.2,51838,4.021527269,9000000,54733739,123133739,168867478,Profit
The Curse of La Llorona (2019),Mystery,4/17/2019,2019,93,5.2,51838,4.021527269,9000000,54733739,123133739,168867478,Profit
The Curse of La Llorona (2019),Thriller,4/17/2019,2019,93,5.2,51838,4.021527269,9000000,54733739,123133739,168867478,Profit
The Farewell (2019),Comedy,7/12/2019,2019,100,7.5,66018,5.992019266,3000000,17700478,25466013,40166491,Profit
The Farewell (2019),Drama,7/12/2019,2019,100,7.5,66018,5.992019266,3000000,17700478,25466013,40166491,Profit
The Gentlemen (2019),Action,12/27/2019,2019,113,7.8,346750,7.188864088,22000000,36471796,113152222,127624018,Profit
The Gentlemen (2019),Comedy,12/27/2019,2019,113,7.8,346750,7.188864088,22000000,36471796,113152222,127624018,Profit
The Gentlemen (2019),Crime,12/27/2019,2019,113,7.8,346750,7.188864088,22000000,36471796,113152222,127624018,Profit
The Goldfinch (2019),Drama,9/12/2019,2019,149,6.4,24367,4.62452925,40000000,5332621,9429910,-25237469,Loss
The Good Liar (2019),Crime,11/8/2019,2019,109,6.7,43500,5.13316526,10000000,17156058,33209936,40365994,Profit
The Good Liar (2019),Drama,11/8/2019,2019,109,6.7,43500,5.13316526,10000000,17156058,33209936,40365994,Profit
The Good Liar (2019),Mystery,11/8/2019,2019,109,6.7,43500,5.13316526,10000000,17156058,33209936,40365994,Profit
The Hustle (2019),Comedy,5/8/2019,2019,93,5.4,61362,4.248284179,21000000,35417038,97389568,111806606,Profit
The Hustle (2019),Crime,5/8/2019,2019,93,5.4,61362,4.248284179,21000000,35417038,97389568,111806606,Profit
The Informer (2019),Action,8/30/2019,2019,113,6.6,38628,4.99690249,60000000,300460,2366073,-57333467,Loss
The Informer (2019),Crime,8/30/2019,2019,113,6.6,38628,4.99690249,60000000,300460,2366073,-57333467,Loss
The Informer (2019),Drama,8/30/2019,2019,113,6.6,38628,4.99690249,60000000,300460,2366073,-57333467,Loss
The Intruder (2019),Horror,5/1/2019,2019,102,5.6,18487,3.916200077,8000000,35388976,40597401,67986377,Profit
The Intruder (2019),Thriller,5/1/2019,2019,102,5.6,18487,3.916200077,8000000,35388976,40597401,67986377,Profit
The Kid (2019),Biography,3/8/2019,2019,100,5.9,8842,3.812891389,7000000,1508593,1593173,-3898234,Loss
The Kid (2019),Drama,3/8/2019,2019,100,5.9,8842,3.812891389,7000000,1508593,1593173,-3898234,Loss
The Kid (2019),Western,3/8/2019,2019,100,5.9,8842,3.812891389,7000000,1508593,1593173,-3898234,Loss
The Kid Who Would Be King (2019),Action,1/18/2019,2019,120,6.1,17437,4.251387899,59000000,16790790,28296983,-13912227,Loss
The Kid Who Would Be King (2019),Adventure,1/18/2019,2019,120,6.1,17437,4.251387899,59000000,16790790,28296983,-13912227,Loss
The Kid Who Would Be King (2019),Family,1/18/2019,2019,120,6.1,17437,4.251387899,59000000,16790790,28296983,-13912227,Loss
The Kitchen (2019),Action,8/9/2019,2019,102,5.6,21722,3.982641599,38000000,12180032,15779261,-10040707,Loss
The Kitchen (2019),Crime,8/9/2019,2019,102,5.6,21722,3.982641599,38000000,12180032,15779261,-10040707,Loss
The Kitchen (2019),Drama,8/9/2019,2019,102,5.6,21722,3.982641599,38000000,12180032,15779261,-10040707,Loss
The Last Black Man in San Francisco (2019),Drama,6/7/2019,2019,121,7.3,20071,5.189219889,3000000,4515719,4637842,6153561,Profit
The Lighthouse (2019),Drama,10/18/2019,2019,109,7.4,222585,6.572089433,4000000,10867104,18262307,25129411,Profit
The Lighthouse (2019),Fantasy,10/18/2019,2019,109,7.4,222585,6.572089433,4000000,10867104,18262307,25129411,Profit
The Lighthouse (2019),Mystery,10/18/2019,2019,109,7.4,222585,6.572089433,4000000,10867104,18262307,25129411,Profit
The Lion King (2019),Adventure,7/11/2019,2019,118,6.8,248695,6.084022044,260000000,543638043,1647733638,1931371681,Profit
The Lion King (2019),Animation,7/11/2019,2019,118,6.8,248695,6.084022044,260000000,543638043,1647733638,1931371681,Profit
The Lion King (2019),Drama,7/11/2019,2019,118,6.8,248695,6.084022044,260000000,543638043,1647733638,1931371681,Profit
The Peanut Butter Falcon (2019),Adventure,8/9/2019,2019,97,7.6,91952,6.2589458,6200000,20457158,23191551,37448709,Profit
The Peanut Butter Falcon (2019),Comedy,8/9/2019,2019,97,7.6,91952,6.2589458,6200000,20457158,23191551,37448709,Profit
The Peanut Butter Falcon (2019),Drama,8/9/2019,2019,97,7.6,91952,6.2589458,6200000,20457158,23191551,37448709,Profit
The Prodigy (2019),Fantasy,2/8/2019,2019,92,5.9,27043,4.29817059,6000000,14856291,22413145,31269436,Profit
The Prodigy (2019),Horror,2/8/2019,2019,92,5.9,27043,4.29817059,6000000,14856291,22413145,31269436,Profit
The Prodigy (2019),Mystery,2/8/2019,2019,92,5.9,27043,4.29817059,6000000,14856291,22413145,31269436,Profit
The Secret Life of Pets 2 (2019),Adventure,5/24/2019,2019,86,6.4,63780,5.077615249,80000000,158874395,446109612,524984007,Profit
The Secret Life of Pets 2 (2019),Animation,5/24/2019,2019,86,6.4,63780,5.077615249,80000000,158874395,446109612,524984007,Profit
The Secret Life of Pets 2 (2019),Comedy,5/24/2019,2019,86,6.4,63780,5.077615249,80000000,158874395,446109612,524984007,Profit
Tolkien (2019),Biography,5/3/2019,2019,112,6.8,42295,5.197692503,20000000,4535154,8969227,-6495619,Loss
Tolkien (2019),Drama,5/3/2019,2019,112,6.8,42295,5.197692503,20000000,4535154,8969227,-6495619,Loss
Tolkien (2019),Romance,5/3/2019,2019,112,6.8,42295,5.197692503,20000000,4535154,8969227,-6495619,Loss
Toy Story 4 (2019),Adventure,6/20/2019,2019,100,7.7,255197,6.921329468,200000000,434038008,1073064540,1307102548,Profit
Toy Story 4 (2019),Animation,6/20/2019,2019,100,7.7,255197,6.921329468,200000000,434038008,1073064540,1307102548,Profit
Toy Story 4 (2019),Comedy,6/20/2019,2019,100,7.7,255197,6.921329468,200000000,434038008,1073064540,1307102548,Profit
Triple Threat (2019),Action,3/19/2019,2019,96,5.6,11727,3.728659075,10000000,76289,385651,-9538060,Loss
Triple Threat (2019),Thriller,3/19/2019,2019,96,5.6,11727,3.728659075,10000000,76289,385651,-9538060,Loss
UglyDolls (2019),Adventure,5/1/2019,2019,87,5.1,7097,3.195522492,45000000,20150241,32630599,7780840,Profit
UglyDolls (2019),Animation,5/1/2019,2019,87,5.1,7097,3.195522492,45000000,20150241,32630599,7780840,Profit
UglyDolls (2019),Comedy,5/1/2019,2019,87,5.1,7097,3.195522492,45000000,20150241,32630599,7780840,Profit
Unplanned (2019),Biography,3/29/2019,2019,109,5.5,14156,3.735897457,6000000,19005109,21413603,34418712,Profit
Unplanned (2019),Drama,3/29/2019,2019,109,5.5,14156,3.735897457,6000000,19005109,21413603,34418712,Profit
Us (2019),Horror,3/20/2019,2019,116,6.8,306083,6.187901077,20000000,175084580,256022707,411107287,Profit
Us (2019),Mystery,3/20/2019,2019,116,6.8,306083,6.187901077,20000000,175084580,256022707,411107287,Profit
Us (2019),Thriller,3/20/2019,2019,116,6.8,306083,6.187901077,20000000,175084580,256022707,411107287,Profit
What Men Want (2019),Comedy,2/8/2019,2019,117,5.3,28554,3.868863191,20000000,54611903,69911903,104523806,Profit
What Men Want (2019),Fantasy,2/8/2019,2019,117,5.3,28554,3.868863191,20000000,54611903,69911903,104523806,Profit
What Men Want (2019),Romance,2/8/2019,2019,117,5.3,28554,3.868863191,20000000,54611903,69911903,104523806,Profit
Wonder Park (2019),Adventure,3/15/2019,2019,85,5.8,12155,3.881830721,100000000,45216793,115103325,60320118,Profit
Wonder Park (2019),Animation,3/15/2019,2019,85,5.8,12155,3.881830721,100000000,45216793,115103325,60320118,Profit
Wonder Park (2019),Comedy,3/15/2019,2019,85,5.8,12155,3.881830721,100000000,45216793,115103325,60320118,Profit
Zombieland: Double Tap (2019),Action,10/9/2019,2019,99,6.7,183621,5.843073459,48000000,73118130,125213018,150331148,Profit
Zombieland: Double Tap (2019),Comedy,10/9/2019,2019,99,6.7,183621,5.843073459,48000000,73118130,125213018,150331148,Profit
Zombieland: Double Tap (2019),Horror,10/9/2019,2019,99,6.7,183621,5.843073459,48000000,73118130,125213018,150331148,Profit
12 Strong (2018),Action,1/16/2018,2018,130,6.5,84041,5.29094203,35000000,45819713,71118378,81938091,Profit
12 Strong (2018),Drama,1/16/2018,2018,130,6.5,84041,5.29094203,35000000,45819713,71118378,81938091,Profit
12 Strong (2018),History,1/16/2018,2018,130,6.5,84041,5.29094203,35000000,45819713,71118378,81938091,Profit
A Quiet Place (2018),Drama,4/4/2018,2018,90,7.5,537352,7.149020381,17000000,188024361,334876670,505901031,Profit
A Quiet Place (2018),Horror,4/4/2018,2018,90,7.5,537352,7.149020381,17000000,188024361,334876670,505901031,Profit
A Quiet Place (2018),Sci-Fi,4/4/2018,2018,90,7.5,537352,7.149020381,17000000,188024361,334876670,505901031,Profit
A Simple Favor (2018),Comedy,9/12/2018,2018,117,6.8,151929,5.837461976,20000000,53548586,97628717,131177303,Profit
A Simple Favor (2018),Crime,9/12/2018,2018,117,6.8,151929,5.837461976,20000000,53548586,97628717,131177303,Profit
A Simple Favor (2018),Mystery,9/12/2018,2018,117,6.8,151929,5.837461976,20000000,53548586,97628717,131177303,Profit
A Wrinkle in Time (2018),Adventure,3/9/2018,2018,109,4.2,45727,3.184043728,103000000,100478608,133214549,130693157,Profit
A Wrinkle in Time (2018),Family,3/9/2018,2018,109,4.2,45727,3.184043728,103000000,100478608,133214549,130693157,Profit
A Wrinkle in Time (2018),Fantasy,3/9/2018,2018,109,4.2,45727,3.184043728,103000000,100478608,133214549,130693157,Profit
Acrimony (2018),Horror,3/29/2018,2018,120,5.8,9278,3.766571748,20000000,43549096,46627836,70176932,Profit
Acrimony (2018),Romance,3/29/2018,2018,120,5.8,9278,3.766571748,20000000,43549096,46627836,70176932,Profit
Acrimony (2018),Thriller,3/29/2018,2018,120,5.8,9278,3.766571748,20000000,43549096,46627836,70176932,Profit
Action Point (2018),Comedy,6/1/2018,2018,85,5.1,11726,3.383940652,19000000,5059608,5103675,-8836717,Loss
Adrift (2018),Action,6/1/2018,2018,96,6.6,58028,5.194514787,35000000,31445011,57897191,54342202,Profit
Adrift (2018),Adventure,6/1/2018,2018,96,6.6,58028,5.194514787,35000000,31445011,57897191,54342202,Profit
Adrift (2018),Biography,6/1/2018,2018,96,6.6,58028,5.194514787,35000000,31445011,57897191,54342202,Profit
Alpha (2018),Action,8/15/2018,2018,96,6.6,63604,5.239068532,51000000,35851379,99624873,84476252,Profit
Alpha (2018),Adventure,8/15/2018,2018,96,6.6,63604,5.239068532,51000000,35851379,99624873,84476252,Profit
Alpha (2018),Drama,8/15/2018,2018,96,6.6,63604,5.239068532,51000000,35851379,99624873,84476252,Profit
Annihilation (2018),Adventure,2/23/2018,2018,115,6.8,331949,6.228488798,55000000,32732301,43070915,20803216,Profit
Annihilation (2018),Drama,2/23/2018,2018,115,6.8,331949,6.228488798,55000000,32732301,43070915,20803216,Profit
Annihilation (2018),Horror,2/23/2018,2018,115,6.8,331949,6.228488798,55000000,32732301,43070915,20803216,Profit
Another Day of Life (2018),Animation,10/26/2018,2018,85,7.3,2496,4.06959219,9000000,3190,587754,-8409056,Loss
Another Day of Life (2018),Biography,10/26/2018,2018,85,7.3,2496,4.06959219,9000000,3190,587754,-8409056,Loss
Ant-Man and the Wasp (2018),Action,7/3/2018,2018,118,7,408588,6.522541174,130000000,216648740,623144660,709793400,Profit
Ant-Man and the Wasp (2018),Adventure,7/3/2018,2018,118,7,408588,6.522541174,130000000,216648740,623144660,709793400,Profit
Ant-Man and the Wasp (2018),Comedy,7/3/2018,2018,118,7,408588,6.522541174,130000000,216648740,623144660,709793400,Profit
Aquaman (2018),Action,12/6/2018,2018,143,6.8,480429,6.413452705,160000000,335061807,1143758700,1318820507,Profit
Aquaman (2018),Adventure,12/6/2018,2018,143,6.8,480429,6.413452705,160000000,335061807,1143758700,1318820507,Profit
Aquaman (2018),Fantasy,12/6/2018,2018,143,6.8,480429,6.413452705,160000000,335061807,1143758700,1318820507,Profit
Assassination Nation (2018),Action,9/21/2018,2018,108,6,20235,4.245228295,7000000,2005142,2852759,-2142099,Loss
Assassination Nation (2018),Comedy,9/21/2018,2018,108,6,20235,4.245228295,7000000,2005142,2852759,-2142099,Loss
Assassination Nation (2018),Crime,9/21/2018,2018,108,6,20235,4.245228295,7000000,2005142,2852759,-2142099,Loss
Avengers: Infinity War (2018),Action,4/25/2018,2018,149,8.4,1091968,8.460957734,300000000,678815482,2048359754,2427175236,Profit
Avengers: Infinity War (2018),Adventure,4/25/2018,2018,149,8.4,1091968,8.460957734,300000000,678815482,2048359754,2427175236,Profit
Avengers: Infinity War (2018),Sci-Fi,4/25/2018,2018,149,8.4,1091968,8.460957734,300000000,678815482,2048359754,2427175236,Profit
Bad Times at the El Royale (2018),Crime,9/27/2018,2018,141,7.1,153139,6.104956952,32000000,17839115,31178942,17018057,Profit
Bad Times at the El Royale (2018),Drama,9/27/2018,2018,141,7.1,153139,6.104956952,32000000,17839115,31178942,17018057,Profit
Bad Times at the El Royale (2018),Mystery,9/27/2018,2018,141,7.1,153139,6.104956952,32000000,17839115,31178942,17018057,Profit
Beautiful Boy (2018),Biography,10/12/2018,2018,120,7.3,81665,5.942956408,25000000,7634767,13314562,-4050671,Loss
Beautiful Boy (2018),Drama,10/12/2018,2018,120,7.3,81665,5.942956408,25000000,7634767,13314562,-4050671,Loss
Black Panther (2018),Action,2/13/2018,2018,134,7.3,781855,7.156284785,200000000,700059566,1336494320,1836553886,Profit
Black Panther (2018),Adventure,2/13/2018,2018,134,7.3,781855,7.156284785,200000000,700059566,1336494320,1836553886,Profit
Black Panther (2018),Sci-Fi,2/13/2018,2018,134,7.3,781855,7.156284785,200000000,700059566,1336494320,1836553886,Profit
BlacKkKlansman (2018),Biography,8/9/2018,2018,135,7.5,268496,6.766162784,15000000,49275340,93411426,127686766,Profit
BlacKkKlansman (2018),Comedy,8/9/2018,2018,135,7.5,268496,6.766162784,15000000,49275340,93411426,127686766,Profit
BlacKkKlansman (2018),Crime,8/9/2018,2018,135,7.5,268496,6.766162784,15000000,49275340,93411426,127686766,Profit
Blockers (2018),Comedy,3/29/2018,2018,102,6.2,80937,5.023493096,21000000,60311495,94523781,133835276,Profit
Blockers (2018),Drama,3/29/2018,2018,102,6.2,80937,5.023493096,21000000,60311495,94523781,133835276,Profit
Bohemian Rhapsody (2018),Biography,10/24/2018,2018,134,7.9,545540,7.546122342,55000000,216303339,882205260,1043508599,Profit
Bohemian Rhapsody (2018),Drama,10/24/2018,2018,134,7.9,545540,7.546122342,55000000,216303339,882205260,1043508599,Profit
Bohemian Rhapsody (2018),Music,10/24/2018,2018,134,7.9,545540,7.546122342,55000000,216303339,882205260,1043508599,Profit
Book Club (2018),Comedy,5/18/2018,2018,104,6.1,28858,4.477494215,10000000,68566296,106256217,164822513,Profit
Book Club (2018),Drama,5/18/2018,2018,104,6.1,28858,4.477494215,10000000,68566296,106256217,164822513,Profit
Book Club (2018),Romance,5/18/2018,2018,104,6.1,28858,4.477494215,10000000,68566296,106256217,164822513,Profit
Boy Erased (2018),Biography,11/2/2018,2018,115,6.9,39685,5.243731592,11000000,6788692,11862650,7651342,Profit
Boy Erased (2018),Drama,11/2/2018,2018,115,6.9,39685,5.243731592,11000000,6788692,11862650,7651342,Profit
Breaking In (2018),Action,5/9/2018,2018,88,5.5,16227,3.791149322,6000000,46840590,51485382,92325972,Profit
Breaking In (2018),Thriller,5/9/2018,2018,88,5.5,16227,3.791149322,6000000,46840590,51485382,92325972,Profit
Bumblebee (2018),Action,12/13/2018,2018,114,6.7,169440,5.803452365,102000000,127195589,465195589,490391178,Profit
Bumblebee (2018),Adventure,12/13/2018,2018,114,6.7,169440,5.803452365,102000000,127195589,465195589,490391178,Profit
Bumblebee (2018),Sci-Fi,12/13/2018,2018,114,6.7,169440,5.803452365,102000000,127195589,465195589,490391178,Profit
Can You Ever Forgive Me? (2018),Biography,10/19/2018,2018,106,7.1,53328,5.553903029,10000000,8803865,12517379,11321244,Profit
Can You Ever Forgive Me? (2018),Comedy,10/19/2018,2018,106,7.1,53328,5.553903029,10000000,8803865,12517379,11321244,Profit
Can You Ever Forgive Me? (2018),Crime,10/19/2018,2018,106,7.1,53328,5.553903029,10000000,8803865,12517379,11321244,Profit
